code_muni,name_muni,code_state,abbrev_state,name_state,code_region,name_region,latitude,longitude,ZH,Koppen,Municipio
4114609,Marechal Cândido Rondon,41,PR,Paraná,4,Sul,"-24,57175934","-54,13674291",7801,Cfa,MARECHAL CÂNDIDO RONDON
4114708,Maria Helena,41,PR,Paraná,4,Sul,"-23,58236772","-53,22137375",7701,Cfa,MARIA HELENA
4114807,Marialva,41,PR,Paraná,4,Sul,"-23,53057325","-51,86778276",7701,Cfa,MARIALVA
4114906,Marilândia Do Sul,41,PR,Paraná,4,Sul,"-23,77325578","-51,28355837",7801,Cfa,MARILÂNDIA DO SUL
4115002,Marilena,41,PR,Paraná,4,Sul,"-22,73278668","-53,06455334",7501,Cfa,MARILENA
4115101,Mariluz,41,PR,Paraná,4,Sul,"-24,05362383","-53,21068447",7701,Cfa,MARILUZ
4115200,Maringá,41,PR,Paraná,4,Sul,"-23,40093833","-51,96778228",7701,Cfa,MARINGÁ
4115309,Mariópolis,41,PR,Paraná,4,Sul,"-26,33606999","-52,5807296",6901,Cfb,MARIÓPOLIS
4115358,Maripá,41,PR,Paraná,4,Sul,"-24,44484651","-53,79155601",7701,Cfa,MARIPÁ
4115408,Marmeleiro,41,PR,Paraná,4,Sul,"-26,24654953","-53,09307131",6901,Cfb,MARMELEIRO
4115457,Marquinho,41,PR,Paraná,4,Sul,"-25,10061099","-52,25330842",6801,Cfa,MARQUINHO
4115507,Marumbi,41,PR,Paraná,4,Sul,"-23,75434769","-51,65957633",7701,Cfa,MARUMBI
4115606,Matelândia,41,PR,Paraná,4,Sul,"-25,35101256","-53,90598507",7801,Cfa,MATELÂNDIA
4115705,Matinhos,41,PR,Paraná,4,Sul,"-25,76174542","-48,55464398",7901,Cfa,MATINHOS
4115739,Mato Rico,41,PR,Paraná,4,Sul,"-24,70152298","-52,21204284",6801,Cfa,MATO RICO
4115754,Mauá Da Serra,41,PR,Paraná,4,Sul,"-23,91102952","-51,18021561",6801,Cfb,MAUÁ DA SERRA
4115804,Medianeira,41,PR,Paraná,4,Sul,"-25,2632339","-54,09184806",7801,Cfa,MEDIANEIRA
4115853,Mercedes,41,PR,Paraná,4,Sul,"-24,43337254","-54,18621512",7801,Cfa,MERCEDES
4115903,Mirador,41,PR,Paraná,4,Sul,"-23,20242406","-52,74626938",7601,Cfa,MIRADOR
4116000,Miraselva,41,PR,Paraná,4,Sul,"-22,97311798","-51,4852166",7601,Cfa,MIRASELVA
4116059,Missal,41,PR,Paraná,4,Sul,"-25,09553601","-54,24132615",7801,Cfa,MISSAL
4116109,Moreira Sales,41,PR,Paraná,4,Sul,"-24,02447449","-53,00551419",7701,Cfa,MOREIRA SALES
4116208,Morretes,41,PR,Paraná,4,Sul,"-25,51836307","-48,85604899",6901,Cfa,MORRETES
4116307,Munhoz De Melo,41,PR,Paraná,4,Sul,"-23,13031066","-51,73493439",7701,Cfa,MUNHOZ DE MELO
4116406,Nossa Senhora Das Graças,41,PR,Paraná,4,Sul,"-22,91405999","-51,79801577",7601,Cfa,NOSSA SENHORA DAS GRAÇAS
4116505,Nova Aliança Do Ivaí,41,PR,Paraná,4,Sul,"-23,16953938","-52,61060059",7601,Cfa,NOVA ALIANÇA DO IVAÍ
4116604,Nova América Da Colina,41,PR,Paraná,4,Sul,"-23,34533446","-50,70643591",7601,Cfa,NOVA AMÉRICA DA COLINA
4116703,Nova Aurora,41,PR,Paraná,4,Sul,"-24,50275054","-53,27712967",7801,Cfa,NOVA AURORA
4116802,Nova Cantu,41,PR,Paraná,4,Sul,"-24,65930429","-52,55843076",6801,Cfa,NOVA CANTU
4116901,Nova Esperança,41,PR,Paraná,4,Sul,"-23,19135556","-52,25091035",7601,Cfa,NOVA ESPERANÇA
4116950,Nova Esperança Do Sudoeste,41,PR,Paraná,4,Sul,"-25,89850866","-53,25757915",6801,Cfa,NOVA ESPERANÇA DO SUDOESTE
4117008,Nova Fátima,41,PR,Paraná,4,Sul,"-23,4184911","-50,53861299",7601,Cfa,NOVA FÁTIMA
4117057,Nova Laranjeiras,41,PR,Paraná,4,Sul,"-25,22603099","-52,57488274",6801,Cfa,NOVA LARANJEIRAS
4117107,Nova Londrina,41,PR,Paraná,4,Sul,"-22,78676227","-52,95487233",7501,Cfa,NOVA LONDRINA
4117206,Nova Olímpia,41,PR,Paraná,4,Sul,"-23,42670132","-53,07214071",7601,Cfa,NOVA OLÍMPIA
4117214,Nova Santa Bárbara,41,PR,Paraná,4,Sul,"-23,59359147","-50,7421289",7701,Cfa,NOVA SANTA BÁRBARA
4117222,Nova Santa Rosa,41,PR,Paraná,4,Sul,"-24,44028231","-53,95870214",7701,Cfa,NOVA SANTA ROSA
4117255,Nova Prata Do Iguaçu,41,PR,Paraná,4,Sul,"-25,59083953","-53,37833657",6801,Cfa,NOVA PRATA DO IGUAÇU
4117271,Nova Tebas,41,PR,Paraná,4,Sul,"-24,45995128","-51,94447137",7701,Cfa,NOVA TEBAS
4117297,Novo Itacolomi,41,PR,Paraná,4,Sul,"-23,78091321","-51,53276245",7701,Cfa,NOVO ITACOLOMI
4117305,Ortigueira,41,PR,Paraná,4,Sul,"-24,13507778","-50,94695522",6701,Cfa,ORTIGUEIRA
4117404,Ourizona,41,PR,Paraná,4,Sul,"-23,45969539","-52,23131272",7601,Cfa,OURIZONA
4117453,Ouro Verde Do Oeste,41,PR,Paraná,4,Sul,"-24,79387382","-53,90959121",7801,Cfa,OURO VERDE DO OESTE
4117503,Paiçandu,41,PR,Paraná,4,Sul,"-23,46503317","-52,12208901",7701,Cfa,PAIÇANDU
4117602,Palmas,41,PR,Paraná,4,Sul,"-26,45108622","-51,81446535",5901,Cfb,PALMAS
4117701,Palmeira,41,PR,Paraná,4,Sul,"-25,44263842","-50,05782287",6801,Cfb,PALMEIRA
4117800,Palmital,41,PR,Paraná,4,Sul,"-24,87574253","-52,26567096",6801,Cfa,PALMITAL
4117909,Palotina,41,PR,Paraná,4,Sul,"-24,27454183","-53,82409321",7701,Cfa,PALOTINA
4118006,Paraíso Do Norte,41,PR,Paraná,4,Sul,"-23,26803406","-52,63542056",7601,Cfa,PARAÍSO DO NORTE
4118105,Paranacity,41,PR,Paraná,4,Sul,"-22,84732351","-52,1446358",7601,Cfa,PARANACITY
4118204,Paranaguá,41,PR,Paraná,4,Sul,"-25,52652912","-48,51769324",7901,Cfa,PARANAGUÁ
4118303,Paranapoema,41,PR,Paraná,4,Sul,"-22,66046294","-52,10261101",7501,Aw,PARANAPOEMA
4118402,Paranavaí,41,PR,Paraná,4,Sul,"-22,92123261","-52,510562",7601,Cfa,PARANAVAÍ
4118451,Pato Bragado,41,PR,Paraná,4,Sul,"-24,63421723","-54,24822892",7801,Cfa,PATO BRAGADO
4118501,Pato Branco,41,PR,Paraná,4,Sul,"-26,16908263","-52,66325914",6801,Cfa,PATO BRANCO
4118600,Paula Freitas,41,PR,Paraná,4,Sul,"-26,17737257","-50,86084",6801,Cfb,PAULA FREITAS
4118709,Paulo Frontin,41,PR,Paraná,4,Sul,"-26,06079341","-50,74872431",6801,Cfb,PAULO FRONTIN
4118808,Peabiru,41,PR,Paraná,4,Sul,"-23,9310636","-52,32702426",7701,Cfa,PEABIRU
4118857,Perobal,41,PR,Paraná,4,Sul,"-23,92300336","-53,36507769",7701,Cfa,PEROBAL
4118907,Pérola,41,PR,Paraná,4,Sul,"-23,830875","-53,70705056",7601,Cfa,PÉROLA
4119004,Pérola D'oeste,41,PR,Paraná,4,Sul,"-25,84988547","-53,75893207",6801,Cfa,PÉROLA D'OESTE
4119103,Piên,41,PR,Paraná,4,Sul,"-26,09071999","-49,45327462",6801,Cfb,PIÊN
4119152,Pinhais,41,PR,Paraná,4,Sul,"-25,41982839","-49,15564507",6801,Cfb,PINHAIS
4119202,Pinhalão,41,PR,Paraná,4,Sul,"-23,9034772","-50,06133592",6601,Cfa,PINHALÃO
4119251,Pinhal De São Bento,41,PR,Paraná,4,Sul,"-26,01598809","-53,47808116",6801,Cfa,PINHAL DE SÃO BENTO
4119301,Pinhão,41,PR,Paraná,4,Sul,"-25,78547523","-51,63237873",6901,Cfb,PINHÃO
4119400,Piraí Do Sul,41,PR,Paraná,4,Sul,"-24,47471999","-49,92764456",6801,Cfb,PIRAÍ DO SUL
4119509,Piraquara,41,PR,Paraná,4,Sul,"-25,47241618","-49,05233116",6901,Cfb,PIRAQUARA
4119608,Pitanga,41,PR,Paraná,4,Sul,"-24,69109148","-51,78041377",6801,Cfb,PITANGA
4119657,Pitangueiras,41,PR,Paraná,4,Sul,"-23,20912568","-51,57239585",7701,Cfa,PITANGUEIRAS
4119707,Planaltina Do Paraná,41,PR,Paraná,4,Sul,"-23,0915766","-52,93448102",7501,Cfa,PLANALTINA DO PARANÁ
4119806,Planalto,41,PR,Paraná,4,Sul,"-25,73726625","-53,70779034",7801,Cfa,PLANALTO
4119905,Ponta Grossa,41,PR,Paraná,4,Sul,"-25,13971223","-50,08083403",6801,Cfb,PONTA GROSSA
4119954,Pontal Do Paraná,41,PR,Paraná,4,Sul,"-25,63639441","-48,47460142",7901,Cfa,PONTAL DO PARANÁ
4120002,Porecatu,41,PR,Paraná,4,Sul,"-22,74270571","-51,40994272",7501,Cfa,PORECATU
4120101,Porto Amazonas,41,PR,Paraná,4,Sul,"-25,52970989","-49,89532373",6801,Cfb,PORTO AMAZONAS
4120150,Porto Barreiro,41,PR,Paraná,4,Sul,"-25,58457445","-52,3821823",6801,Cfa,PORTO BARREIRO
4120200,Porto Rico,41,PR,Paraná,4,Sul,"-22,83306052","-53,3138011",7501,Cfa,PORTO RICO
4120309,Porto Vitória,41,PR,Paraná,4,Sul,"-26,22772521","-51,2222548",6801,Cfb,PORTO VITÓRIA
4120333,Prado Ferreira,41,PR,Paraná,4,Sul,"-23,02553714","-51,40055968",7601,Cfa,PRADO FERREIRA
4120358,Pranchita,41,PR,Paraná,4,Sul,"-25,96631106","-53,72115766",6801,Cfa,PRANCHITA
4120408,Presidente Castelo Branco,41,PR,Paraná,4,Sul,"-23,2637398","-52,14936592",7601,Cfa,PRESIDENTE CASTELO BRANCO
4120507,Primeiro De Maio,41,PR,Paraná,4,Sul,"-22,86217685","-51,07406212",7601,Cfa,PRIMEIRO DE MAIO
4120606,Prudentópolis,41,PR,Paraná,4,Sul,"-25,13070694","-51,09794749",6801,Cfb,PRUDENTÓPOLIS
4120655,Quarto Centenário,41,PR,Paraná,4,Sul,"-24,30311972","-53,15536744",7701,Cfa,QUARTO CENTENÁRIO
4120705,Quatiguá,41,PR,Paraná,4,Sul,"-23,56211508","-49,93187331",7701,Cfa,QUATIGUÁ
4120804,Quatro Barras,41,PR,Paraná,4,Sul,"-25,36870483","-48,99437832",6901,Cfb,QUATRO BARRAS
4120853,Quatro Pontes,41,PR,Paraná,4,Sul,"-24,57177051","-53,97648883",7701,Cfa,QUATRO PONTES
4120903,Quedas Do Iguaçu,41,PR,Paraná,4,Sul,"-25,45747344","-52,954972",6801,Cfa,QUEDAS DO IGUAÇU
4121000,Querência Do Norte,41,PR,Paraná,4,Sul,"-23,04237791","-53,52134102",7601,Cfa,QUERÊNCIA DO NORTE
4121109,Quinta Do Sol,41,PR,Paraná,4,Sul,"-23,82966372","-52,14035459",7701,Cfa,QUINTA DO SOL
4121208,Quitandinha,41,PR,Paraná,4,Sul,"-25,91049514","-49,4815004",6701,Cfb,QUITANDINHA
4121257,Ramilândia,41,PR,Paraná,4,Sul,"-25,09434592","-54,07605163",7801,Cfa,RAMILÂNDIA
4121307,Rancho Alegre,41,PR,Paraná,4,Sul,"-23,07992549","-50,91941337",7601,Cfa,RANCHO ALEGRE
4121356,Rancho Alegre D'oeste,41,PR,Paraná,4,Sul,"-24,29054157","-52,96095274",7701,Cfa,RANCHO ALEGRE D'OESTE
4121406,Realeza,41,PR,Paraná,4,Sul,"-25,67446475","-53,54355498",7801,Cfa,REALEZA
4121505,Rebouças,41,PR,Paraná,4,Sul,"-25,65850655","-50,62092088",6801,Cfb,REBOUÇAS
4121604,Renascença,41,PR,Paraná,4,Sul,"-26,22506312","-52,95081104",6901,Cfb,RENASCENÇA
4121703,Reserva,41,PR,Paraná,4,Sul,"-24,59552601","-50,95652337",6801,Cfb,RESERVA
4121752,Reserva Do Iguaçu,41,PR,Paraná,4,Sul,"-25,86769123","-51,96374987",6901,Cfb,RESERVA DO IGUAÇU
4121802,Ribeirão Claro,41,PR,Paraná,4,Sul,"-23,2616695","-49,76279367",7701,Cfa,RIBEIRÃO CLARO
4121901,Ribeirão Do Pinhal,41,PR,Paraná,4,Sul,"-23,44825878","-50,37423006",7701,Cfa,RIBEIRÃO DO PINHAL
4122008,Rio Azul,41,PR,Paraná,4,Sul,"-25,72091529","-50,79263845",6801,Cfb,RIO AZUL
4122107,Rio Bom,41,PR,Paraná,4,Sul,"-23,79742504","-51,43335877",7701,Cfa,RIO BOM
4122156,Rio Bonito Do Iguaçu,41,PR,Paraná,4,Sul,"-25,54662874","-52,60854548",6801,Cfa,RIO BONITO DO IGUAÇU
4122172,Rio Branco Do Ivaí,41,PR,Paraná,4,Sul,"-24,34651958","-51,33380226",7801,Cfa,RIO BRANCO DO IVAÍ
4122206,Rio Branco Do Sul,41,PR,Paraná,4,Sul,"-25,07644973","-49,34758048",6801,Cfb,RIO BRANCO DO SUL
4122305,Rio Negro,41,PR,Paraná,4,Sul,"-26,09481011","-49,6833634",6701,Cfb,RIO NEGRO
4122404,Rolândia,41,PR,Paraná,4,Sul,"-23,27124928","-51,40920784",7701,Cfa,ROLÂNDIA
4122503,Roncador,41,PR,Paraná,4,Sul,"-24,5658428","-52,26133469",6801,Cfa,RONCADOR
4122602,Rondon,41,PR,Paraná,4,Sul,"-23,47763116","-52,80462817",7601,Cfa,RONDON
4122651,Rosário Do Ivaí,41,PR,Paraná,4,Sul,"-24,31573504","-51,20343507",7801,Cfa,ROSÁRIO DO IVAÍ
4122701,Sabáudia,41,PR,Paraná,4,Sul,"-23,34864602","-51,58436693",7701,Cfa,SABÁUDIA
4122800,Salgado Filho,41,PR,Paraná,4,Sul,"-26,14130521","-53,41538808",6801,Cfa,SALGADO FILHO
4122909,Salto Do Itararé,41,PR,Paraná,4,Sul,"-23,6306974","-49,68302003",7601,Cfa,SALTO DO ITARARÉ
4123006,Salto Do Lontra,41,PR,Paraná,4,Sul,"-25,77541434","-53,28703329",6801,Cfa,SALTO DO LONTRA
4123105,Santa Amélia,41,PR,Paraná,4,Sul,"-23,25904933","-50,41011817",7601,Cfa,SANTA AMÉLIA
4123204,Santa Cecília Do Pavão,41,PR,Paraná,4,Sul,"-23,54444679","-50,79758892",7701,Cfa,SANTA CECÍLIA DO PAVÃO
4123303,Santa Cruz De Monte Castelo,41,PR,Paraná,4,Sul,"-23,08498891","-53,36289259",7601,Cfa,SANTA CRUZ DE MONTE CASTELO
4123402,Santa Fé,41,PR,Paraná,4,Sul,"-23,06301224","-51,83880144",7601,Cfa,SANTA FÉ
4123501,Santa Helena,41,PR,Paraná,4,Sul,"-24,8889277","-54,30563723",7801,Cfa,SANTA HELENA
4123600,Santa Inês,41,PR,Paraná,4,Sul,"-22,71309263","-51,89786092",7601,Cfa,SANTA INÊS
4123709,Santa Isabel Do Ivaí,41,PR,Paraná,4,Sul,"-23,11453991","-53,24074264",7501,Cfa,SANTA ISABEL DO IVAÍ
4123808,Santa Izabel Do Oeste,41,PR,Paraná,4,Sul,"-25,78378436","-53,42301995",6801,Cfa,SANTA IZABEL DO OESTE
4123824,Santa Lúcia,41,PR,Paraná,4,Sul,"-25,38928526","-53,55370502",7801,Cfa,SANTA LÚCIA
4123857,Santa Maria Do Oeste,41,PR,Paraná,4,Sul,"-24,90918855","-51,92960912",6801,Cfb,SANTA MARIA DO OESTE
4123907,Santa Mariana,41,PR,Paraná,4,Sul,"-23,06069939","-50,53886871",7501,Cfa,SANTA MARIANA
4123956,Santa Mônica,41,PR,Paraná,4,Sul,"-23,15436356","-53,10919316",7501,Cfa,SANTA MÔNICA
4124004,Santana Do Itararé,41,PR,Paraná,4,Sul,"-23,75075323","-49,63246683",7601,Cfa,SANTANA DO ITARARÉ
4124020,Santa Tereza Do Oeste,41,PR,Paraná,4,Sul,"-25,03654081","-53,60605014",6801,Cfa,SANTA TEREZA DO OESTE
4124053,Santa Terezinha De Itaipu,41,PR,Paraná,4,Sul,"-25,45661632","-54,4274056",7801,Cfa,SANTA TEREZINHA DE ITAIPU
4124103,Santo Antônio Da Platina,41,PR,Paraná,4,Sul,"-23,2966793","-50,0856355",7701,Cfa,SANTO ANTÔNIO DA PLATINA
4124202,Santo Antônio Do Caiuá,41,PR,Paraná,4,Sul,"-22,69901769","-52,35617184",7501,Cfa,SANTO ANTÔNIO DO CAIUÁ
4124301,Santo Antônio Do Paraíso,41,PR,Paraná,4,Sul,"-23,58060748","-50,63025115",7701,Cfa,SANTO ANTÔNIO DO PARAÍSO
4124400,Santo Antônio Do Sudoeste,41,PR,Paraná,4,Sul,"-26,06663281","-53,63325568",6801,Cfa,SANTO ANTÔNIO DO SUDOESTE
4124509,Santo Inácio,41,PR,Paraná,4,Sul,"-22,71875752","-51,80206152",7501,Cfa,SANTO INÁCIO
4124608,São Carlos Do Ivaí,41,PR,Paraná,4,Sul,"-23,34207448","-52,48049485",7601,Cfa,SÃO CARLOS DO IVAÍ
4124707,São Jerônimo Da Serra,41,PR,Paraná,4,Sul,"-23,71625816","-50,77841061",6701,Cfb,SÃO JERÔNIMO DA SERRA
4124806,São João,41,PR,Paraná,4,Sul,"-25,77409112","-52,79303751",6801,Cfa,SÃO JOÃO
4124905,São João Do Caiuá,41,PR,Paraná,4,Sul,"-22,83821767","-52,33057018",7601,Cfa,SÃO JOÃO DO CAIUÁ
4125001,São João Do Ivaí,41,PR,Paraná,4,Sul,"-23,99257338","-51,84804475",7701,Cfa,SÃO JOÃO DO IVAÍ
4125100,São João Do Triunfo,41,PR,Paraná,4,Sul,"-25,67001759","-50,28676798",6801,Cfb,SÃO JOÃO DO TRIUNFO
4125209,São Jorge D'oeste,41,PR,Paraná,4,Sul,"-25,65587961","-52,94000525",6801,Cfa,SÃO JORGE D'OESTE
4125308,São Jorge Do Ivaí,41,PR,Paraná,4,Sul,"-23,43510585","-52,31700659",7601,Cfa,SÃO JORGE DO IVAÍ
4125357,São Jorge Do Patrocínio,41,PR,Paraná,4,Sul,"-23,73870656","-53,94770358",7701,Cfa,SÃO JORGE DO PATROCÍNIO
4125407,São José Da Boa Vista,41,PR,Paraná,4,Sul,"-23,95865509","-49,67121117",7601,Cfa,SÃO JOSÉ DA BOA VISTA
4125456,São José Das Palmeiras,41,PR,Paraná,4,Sul,"-24,81546222","-54,11955665",7801,Cfa,SÃO JOSÉ DAS PALMEIRAS
4125506,São José Dos Pinhais,41,PR,Paraná,4,Sul,"-25,66436833","-49,09495352",6801,Cfb,SÃO JOSÉ DOS PINHAIS
4125555,São Manoel Do Paraná,41,PR,Paraná,4,Sul,"-23,37241516","-52,61240132",7601,Cfa,SÃO MANOEL DO PARANÁ
4125605,São Mateus Do Sul,41,PR,Paraná,4,Sul,"-25,908201","-50,44204242",6801,Cfb,SÃO MATEUS DO SUL
4125704,São Miguel Do Iguaçu,41,PR,Paraná,4,Sul,"-25,38755288","-54,2620102",7801,Cfa,SÃO MIGUEL DO IGUAÇU
4125753,São Pedro Do Iguaçu,41,PR,Paraná,4,Sul,"-24,90649594","-53,89071027",7801,Cfa,SÃO PEDRO DO IGUAÇU
4125803,São Pedro Do Ivaí,41,PR,Paraná,4,Sul,"-23,84553427","-51,87170251",7701,Cfa,SÃO PEDRO DO IVAÍ
4125902,São Pedro Do Paraná,41,PR,Paraná,4,Sul,"-22,78490546","-53,18130137",7501,Cfa,SÃO PEDRO DO PARANÁ
4126009,São Sebastião Da Amoreira,41,PR,Paraná,4,Sul,"-23,45534036","-50,72256906",7701,Cfa,SÃO SEBASTIÃO DA AMOREIRA
4126108,São Tomé,41,PR,Paraná,4,Sul,"-23,52449395","-52,53877019",7601,Cfa,SÃO TOMÉ
4126207,Sapopema,41,PR,Paraná,4,Sul,"-23,87512894","-50,60457204",7701,Cfa,SAPOPEMA
4126256,Sarandi,41,PR,Paraná,4,Sul,"-23,46824881","-51,86711099",7701,Cfa,SARANDI
4126272,Saudade Do Iguaçu,41,PR,Paraná,4,Sul,"-25,71322269","-52,60438876",6801,Cfa,SAUDADE DO IGUAÇU
4126306,Sengés,41,PR,Paraná,4,Sul,"-24,24910451","-49,45598283",6701,Cfb,SENGÉS
4126355,Serranópolis Do Iguaçu,41,PR,Paraná,4,Sul,"-25,47698011","-54,02760608",7801,Cfa,SERRANÓPOLIS DO IGUAÇU
4126405,Sertaneja,41,PR,Paraná,4,Sul,"-22,93423723","-50,8749587",7601,Cfa,SERTANEJA
4126504,Sertanópolis,41,PR,Paraná,4,Sul,"-23,05731015","-51,07202456",7601,Cfa,SERTANÓPOLIS
4126603,Siqueira Campos,41,PR,Paraná,4,Sul,"-23,63917599","-49,79295469",7601,Cfa,SIQUEIRA CAMPOS
4126652,Sulina,41,PR,Paraná,4,Sul,"-25,69343715","-52,7185111",6801,Cfa,SULINA
4126678,Tamarana,41,PR,Paraná,4,Sul,"-23,82223016","-51,05191642",7701,Cfa,TAMARANA
4126702,Tamboara,41,PR,Paraná,4,Sul,"-23,19851832","-52,48405365",7601,Cfa,TAMBOARA
4126801,Tapejara,41,PR,Paraná,4,Sul,"-23,65844183","-52,89029657",7701,Cfa,TAPEJARA
4126900,Tapira,41,PR,Paraná,4,Sul,"-23,32915837","-53,13405428",7601,Cfa,TAPIRA
4127007,Teixeira Soares,41,PR,Paraná,4,Sul,"-25,31340354","-50,40851127",6801,Cfb,TEIXEIRA SOARES
4127106,Telêmaco Borba,41,PR,Paraná,4,Sul,"-24,25000074","-50,52247316",6701,Cfb,TELÊMACO BORBA
4127205,Terra Boa,41,PR,Paraná,4,Sul,"-23,69656123","-52,38798415",7701,Cfa,TERRA BOA
4127304,Terra Rica,41,PR,Paraná,4,Sul,"-22,72932623","-52,68162713",7501,Cfa,TERRA RICA
4127403,Terra Roxa,41,PR,Paraná,4,Sul,"-24,20878805","-54,06276094",7701,Cfa,TERRA ROXA
4127502,Tibagi,41,PR,Paraná,4,Sul,"-24,65572282","-50,46870099",6801,Cfb,TIBAGI
4127601,Tijucas Do Sul,41,PR,Paraná,4,Sul,"-25,90152301","-49,11215224",6801,Cfb,TIJUCAS DO SUL
4127700,Toledo,41,PR,Paraná,4,Sul,"-24,70483558","-53,77747288",7701,Cfa,TOLEDO
4127809,Tomazina,41,PR,Paraná,4,Sul,"-23,72537056","-49,96263712",7601,Cfa,TOMAZINA
4127858,Três Barras Do Paraná,41,PR,Paraná,4,Sul,"-25,43882546","-53,22465022",6801,Cfa,TRÊS BARRAS DO PARANÁ
4127882,Tunas Do Paraná,41,PR,Paraná,4,Sul,"-24,95262968","-48,90266654",6801,Cfb,TUNAS DO PARANÁ
4127908,Tuneiras Do Oeste,41,PR,Paraná,4,Sul,"-23,87922802","-52,84353043",7701,Cfa,TUNEIRAS DO OESTE
4127957,Tupãssi,41,PR,Paraná,4,Sul,"-24,64602775","-53,5093065",7801,Cfa,TUPÃSSI
4127965,Turvo,41,PR,Paraná,4,Sul,"-25,01208046","-51,48057418",6801,Cfb,TURVO
4128005,Ubiratã,41,PR,Paraná,4,Sul,"-24,5049417","-53,0217896",7801,Cfa,UBIRATÃ
4128104,Umuarama,41,PR,Paraná,4,Sul,"-23,67976828","-53,4141418",7701,Cfa,UMUARAMA
4128203,União Da Vitória,41,PR,Paraná,4,Sul,"-26,10934584","-51,07491617",6801,Cfb,UNIÃO DA VITÓRIA
4128302,Uniflor,41,PR,Paraná,4,Sul,"-23,06706042","-52,1092031",7601,Cfa,UNIFLOR
4128401,Uraí,41,PR,Paraná,4,Sul,"-23,21633041","-50,82994919",7601,Cfa,URAÍ
4128500,Wenceslau Braz,41,PR,Paraná,4,Sul,"-23,85509441","-49,78450268",7601,Cfa,WENCESLAU BRAZ
4128534,Ventania,41,PR,Paraná,4,Sul,"-24,18985862","-50,23987308",6701,Cfb,VENTANIA
4128559,Vera Cruz Do Oeste,41,PR,Paraná,4,Sul,"-25,00738937","-53,92043174",7801,Cfa,VERA CRUZ DO OESTE
4128609,Verê,41,PR,Paraná,4,Sul,"-25,87506623","-52,95844777",6801,Cfa,VERÊ
4128625,Alto Paraíso,41,PR,Paraná,4,Sul,"-23,53885673","-53,82464275",7701,Cfa,ALTO PARAÍSO
4128633,Doutor Ulysses,41,PR,Paraná,4,Sul,"-24,62636162","-49,39293625",6701,Cfb,DOUTOR ULYSSES
4128658,Virmond,41,PR,Paraná,4,Sul,"-25,41030248","-52,23684618",6801,Cfa,VIRMOND
4128708,Vitorino,41,PR,Paraná,4,Sul,"-26,28129336","-52,80771833",6901,Cfb,VITORINO
4128807,Xambrê,41,PR,Paraná,4,Sul,"-23,73573476","-53,59192771",7601,Cfa,XAMBRÊ